point_id,label,prefecture,elevation_m,slope_deg,local_relief_m,distance_to_volcano_km,distance_to_river_km,distance_to_lake_km,vegetation_naturalness,geology_group
control.geojson#380,0,新潟県,146.7,24.25,126.4,35.02,0.174,14.924,6.0,付加体
control.geojson#381,0,新潟県,10.0,5.56,34.9,53.45,0.495,3.022,2.0,堆積岩
control.geojson#382,0,新潟県,34.9,0.0,6.4,70.22,0.496,18.043,2.0,堆積岩
control.geojson#383,0,新潟県,59.8,0.38,3.2,27.42,0.054,18.76,1.0,堆積岩
control.geojson#384,0,新潟県,44.0,17.3,49.4,50.97,0.388,15.736,1.0,堆積岩
control.geojson#385,0,新潟県,75.2,6.77,154.6,31.11,0.485,35.118,,火成岩
control.geojson#386,0,新潟県,223.8,2.19,28.5,65.18,0.287,20.142,7.0,堆積岩
control.geojson#387,0,新潟県,18.2,1.6,23.4,67.52,0.033,20.451,2.0,堆積岩
control.geojson#388,0,新潟県,22.2,6.77,39.0,54.0,0.171,7.675,2.0,堆積岩
control.geojson#389,0,新潟県,36.5,21.48,33.6,57.85,0.68,11.138,2.0,火成岩
control.geojson#390,0,新潟県,187.2,2.16,5.2,55.14,0.213,7.193,7.0,堆積岩
control.geojson#391,0,新潟県,68.0,4.14,43.8,50.64,0.075,16.243,6.0,堆積岩
control.geojson#392,0,新潟県,3.2,0.65,3.3,70.2,0.699,2.904,1.0,堆積岩
control.geojson#393,0,新潟県,35.6,1.64,8.4,65.73,0.29,10.295,6.0,堆積岩
control.geojson#394,0,新潟県,153.8,1.76,8.0,50.75,0.1,29.167,2.0,堆積岩
control.geojson#395,0,新潟県,373.4,20.88,95.2,53.88,0.242,26.504,7.0,堆積岩
control.geojson#396,0,新潟県,11.6,0.38,0.7,47.52,0.04,5.828,2.0,堆積岩
control.geojson#397,0,新潟県,1360.3,8.83,82.4,39.25,1.696,8.98,9.0,火成岩
control.geojson#398,0,新潟県,1.4,0.73,3.5,78.19,0.1,18.581,1.0,堆積岩
control.geojson#399,0,新潟県,131.3,12.73,71.5,40.3,0.056,19.734,7.0,堆積岩
control.geojson#400,0,新潟県,58.6,1.37,6.6,66.19,0.171,19.739,7.0,堆積岩
control.geojson#401,0,新潟県,107.9,3.96,31.3,38.94,0.238,21.033,2.0,堆積岩
control.geojson#402,0,新潟県,136.5,1.86,29.6,64.73,0.065,19.635,2.0,堆積岩
control.geojson#403,0,新潟県,9.9,2.68,12.4,70.06,0.651,22.674,10.0,堆積岩
control.geojson#404,0,新潟県,25.0,19.46,22.1,64.69,0.536,7.597,7.0,堆積岩
control.geojson#405,0,新潟県,72.7,6.87,45.8,47.29,0.156,5.59,2.0,堆積岩
control.geojson#406,0,新潟県,101.8,3.02,46.9,19.6,0.407,25.709,1.0,堆積岩
control.geojson#407,0,新潟県,82.7,20.35,36.6,70.6,0.452,27.375,2.0,堆積岩
control.geojson#408,0,新潟県,10.8,0.89,16.6,121.59,1.129,0.102,7.0,堆積岩
control.geojson#409,0,新潟県,355.9,6.29,30.8,41.07,0.076,19.501,1.0,堆積岩
control.geojson#410,0,新潟県,12.3,0.89,3.6,66.45,0.679,8.3,1.0,堆積岩
control.geojson#411,0,新潟県,72.3,1.8,72.9,60.64,0.149,4.161,1.0,堆積岩
control.geojson#412,0,新潟県,1.8,4.01,18.6,75.2,0.009,26.864,,
control.geojson#413,0,新潟県,12.2,1.2,6.5,20.23,0.283,25.981,1.0,堆積岩
control.geojson#414,0,新潟県,465.8,2.95,32.4,50.76,0.456,9.535,8.0,堆積岩
control.geojson#415,0,新潟県,417.1,0.57,4.0,27.02,0.237,11.495,1.0,
control.geojson#416,0,新潟県,769.4,5.66,51.7,22.32,0.111,0.22,8.0,火成岩
control.geojson#417,0,新潟県,0.8,0.27,0.7,70.09,0.682,3.068,1.0,堆積岩
control.geojson#418,0,新潟県,161.5,0.31,1.1,37.94,0.055,18.395,1.0,
control.geojson#419,0,新潟県,147.1,4.35,60.8,21.49,0.018,19.476,7.0,堆積岩
control.geojson#420,0,新潟県,604.0,6.92,49.6,35.2,0.091,12.16,8.0,堆積岩
control.geojson#421,0,新潟県,9.5,0.16,2.3,61.46,0.187,22.677,1.0,堆積岩
control.geojson#422,0,新潟県,176.3,5.26,25.2,38.96,0.092,19.832,2.0,堆積岩
control.geojson#423,0,新潟県,28.1,3.19,45.9,107.56,0.148,22.77,7.0,堆積岩
control.geojson#424,0,新潟県,472.9,2.62,21.8,39.08,0.022,16.067,2.0,堆積岩
control.geojson#425,0,新潟県,840.1,39.47,125.4,39.96,0.887,6.078,9.0,火成岩
control.geojson#426,0,新潟県,3.1,1.8,6.9,27.33,0.307,32.627,,
control.geojson#427,0,新潟県,368.1,11.75,126.7,29.97,0.003,11.774,9.0,変成岩
control.geojson#428,0,新潟県,147.5,5.99,102.9,70.89,0.829,31.157,7.0,火成岩
control.geojson#429,0,新潟県,0.2,,30.3,57.14,0.051,21.089,,
control.geojson#430,0,新潟県,35.4,0.15,1.8,70.47,0.175,17.519,2.0,堆積岩
control.geojson#431,0,新潟県,10.5,0.34,0.5,57.57,0.466,23.006,1.0,堆積岩
control.geojson#432,0,新潟県,2.8,2.59,10.0,65.84,0.551,7.757,,堆積岩
control.geojson#433,0,新潟県,743.1,2.51,9.3,6.09,0.919,4.538,6.0,火成岩
control.geojson#434,0,新潟県,227.4,9.14,110.9,17.25,0.316,23.238,7.0,火成岩
control.geojson#435,0,新潟県,34.4,4.82,33.8,73.58,0.052,22.702,6.0,火成岩
control.geojson#436,0,新潟県,349.5,0.93,14.0,41.32,0.15,18.174,1.0,堆積岩
control.geojson#437,0,新潟県,131.9,6.02,35.2,54.98,0.047,15.771,7.0,堆積岩
control.geojson#438,0,新潟県,36.7,1.42,8.9,41.93,0.103,11.338,2.0,堆積岩
control.geojson#439,0,新潟県,11.1,0.16,0.9,58.28,0.342,24.022,2.0,堆積岩
control.geojson#440,0,新潟県,1073.5,41.3,159.9,44.07,0.596,3.483,8.0,火成岩
control.geojson#441,0,新潟県,1.9,0.34,0.5,63.97,0.064,14.211,2.0,堆積岩
control.geojson#442,0,新潟県,6.3,0.4,2.3,65.57,0.091,7.412,1.0,堆積岩
control.geojson#443,0,新潟県,5.3,0.08,0.5,58.99,0.095,6.385,2.0,
control.geojson#444,0,新潟県,613.5,15.36,69.9,42.07,0.713,21.717,2.0,堆積岩
control.geojson#445,0,新潟県,22.6,1.64,14.1,43.31,1.413,15.995,1.0,堆積岩
control.geojson#446,0,新潟県,437.2,3.48,19.5,9.67,0.443,8.618,6.0,火成岩
control.geojson#447,0,新潟県,4.5,2.43,10.2,23.34,0.021,28.654,,堆積岩
control.geojson#448,0,新潟県,182.2,1.22,11.5,39.67,0.323,18.75,1.0,堆積岩
control.geojson#449,0,新潟県,12.8,8.56,37.5,76.18,0.65,17.343,6.0,堆積岩
control.geojson#450,0,新潟県,1.4,2.78,6.4,78.19,0.2,18.715,10.0,堆積岩
control.geojson#451,0,新潟県,505.5,29.32,63.9,36.41,0.137,16.067,8.0,堆積岩
control.geojson#452,0,新潟県,63.1,8.95,95.1,35.69,0.233,15.365,7.0,堆積岩
control.geojson#453,0,新潟県,135.0,6.73,45.9,47.54,0.124,6.516,6.0,堆積岩
control.geojson#454,0,新潟県,768.3,6.43,49.4,22.33,0.099,0.221,8.0,火成岩
control.geojson#455,0,新潟県,195.8,5.14,12.3,51.89,0.141,20.932,2.0,堆積岩
control.geojson#456,0,新潟県,1.4,3.17,8.4,81.33,0.27,25.352,,堆積岩
control.geojson#457,0,新潟県,313.1,4.06,37.1,28.15,0.083,12.011,7.0,堆積岩
control.geojson#458,0,新潟県,460.1,4.86,25.5,38.15,0.936,13.955,2.0,堆積岩
control.geojson#459,0,新潟県,33.1,2.52,30.9,43.3,1.454,10.882,1.0,堆積岩
control.geojson#460,0,新潟県,127.3,6.57,79.1,40.28,0.042,19.689,7.0,堆積岩
control.geojson#461,0,新潟県,2.4,0.34,3.5,70.57,1.106,3.548,1.0,堆積岩
control.geojson#462,0,新潟県,16.7,4.05,22.5,120.94,0.377,0.092,,堆積岩
control.geojson#463,0,新潟県,105.0,6.6,25.2,47.74,0.097,6.124,2.0,堆積岩
control.geojson#464,0,新潟県,298.0,32.5,114.0,40.83,0.657,18.53,7.0,堆積岩
control.geojson#465,0,新潟県,714.1,3.08,27.9,43.47,0.088,15.212,2.0,堆積岩
control.geojson#466,0,新潟県,64.0,1.82,20.0,27.8,0.219,20.648,6.0,堆積岩
control.geojson#467,0,新潟県,261.5,13.89,64.1,12.22,0.068,10.109,7.0,火成岩
control.geojson#468,0,新潟県,2.0,0.0,0.1,60.44,0.02,8.521,1.0,堆積岩
control.geojson#469,0,新潟県,45.4,0.76,3.6,68.12,0.028,19.07,,堆積岩
control.geojson#470,0,新潟県,102.0,2.32,38.9,50.24,0.179,15.115,2.0,堆積岩
control.geojson#471,0,新潟県,13.8,0.89,14.8,53.92,0.068,7.574,2.0,堆積岩
control.geojson#472,0,新潟県,900.1,10.6,101.9,18.82,0.523,22.588,8.0,火成岩
control.geojson#473,0,新潟県,2142.4,2.06,112.1,26.73,1.312,14.74,9.0,火成岩
control.geojson#474,0,新潟県,437.9,4.14,15.5,39.91,0.13,16.852,2.0,堆積岩
control.geojson#475,0,新潟県,5.1,1.8,8.8,68.33,1.568,18.398,10.0,堆積岩
control.geojson#476,0,新潟県,217.5,2.26,32.0,51.2,0.388,20.624,7.0,堆積岩
control.geojson#477,0,新潟県,3.2,0.65,3.3,70.2,0.699,2.904,1.0,堆積岩
control.geojson#478,0,新潟県,9.8,0.27,13.0,19.56,0.605,25.421,1.0,堆積岩
control.geojson#479,0,新潟県,79.9,2.62,27.7,30.54,0.102,15.297,7.0,堆積岩
control.geojson#480,0,新潟県,50.4,0.38,2.4,59.01,0.161,25.349,2.0,堆積岩
control.geojson#481,0,新潟県,373.5,5.65,58.4,49.61,0.458,19.208,7.0,堆積岩
control.geojson#482,0,新潟県,0.1,0.0,0.8,67.4,0.088,0.359,1.0,堆積岩
control.geojson#483,0,新潟県,153.8,1.76,8.0,50.75,0.1,29.167,2.0,堆積岩
control.geojson#484,0,新潟県,315.4,64.58,168.1,18.13,0.001,22.603,7.0,付加体
control.geojson#485,0,新潟県,122.8,13.24,57.5,60.78,0.073,19.573,7.0,堆積岩
control.geojson#486,0,新潟県,9.9,0.04,0.6,60.13,0.459,13.918,1.0,堆積岩
control.geojson#487,0,新潟県,12.3,1.04,6.5,20.23,0.28,25.978,1.0,堆積岩
control.geojson#488,0,新潟県,15.6,3.33,14.9,74.93,0.769,16.512,,堆積岩
control.geojson#489,0,新潟県,163.2,0.35,1.7,38.34,0.105,18.732,1.0,堆積岩
control.geojson#490,0,新潟県,5.0,2.34,9.8,66.02,0.748,7.935,,堆積岩
control.geojson#491,0,新潟県,130.9,9.09,62.7,40.01,0.463,20.384,6.0,堆積岩
control.geojson#492,0,新潟県,784.5,6.98,42.8,5.54,0.12,9.299,8.0,火成岩
control.geojson#493,0,新潟県,51.3,0.37,14.1,58.67,0.034,25.435,2.0,堆積岩
control.geojson#494,0,新潟県,20.7,0.18,0.9,62.91,0.35,25.837,1.0,堆積岩
control.geojson#495,0,新潟県,82.6,0.76,4.4,45.42,0.082,16.583,2.0,堆積岩
control.geojson#496,0,新潟県,16.6,34.57,84.3,80.3,19.551,40.723,6.0,火成岩
control.geojson#497,0,新潟県,5.7,6.12,37.8,73.92,0.685,16.709,10.0,火成岩
control.geojson#498,0,新潟県,292.9,5.01,67.1,32.13,0.11,7.044,2.0,堆積岩
control.geojson#499,0,新潟県,18.4,1.17,16.4,67.48,0.185,32.255,7.0,堆積岩
control.geojson#500,0,新潟県,93.0,1.99,8.8,49.31,0.081,15.467,2.0,堆積岩
control.geojson#501,0,新潟県,127.3,6.57,79.1,40.28,0.042,19.689,7.0,堆積岩
control.geojson#502,0,新潟県,2.1,8.25,13.4,80.67,19.481,40.375,2.0,堆積岩
control.geojson#503,0,新潟県,3.7,3.0,16.1,137.35,0.329,15.151,,火成岩
control.geojson#504,0,新潟県,1524.2,16.35,89.0,33.39,0.789,11.619,9.0,火成岩
control.geojson#505,0,新潟県,155.2,2.45,21.1,47.19,0.134,14.302,3.0,堆積岩
control.geojson#506,0,新潟県,210.0,17.22,66.3,35.28,0.064,0.013,8.0,
control.geojson#507,0,新潟県,126.5,1.96,12.8,51.42,0.069,27.879,2.0,堆積岩
control.geojson#508,0,新潟県,3.2,0.16,0.7,63.92,0.086,16.703,2.0,堆積岩
control.geojson#509,0,新潟県,28.0,10.43,23.0,62.83,0.272,15.722,2.0,堆積岩
control.geojson#510,0,新潟県,131.9,2.37,34.7,64.64,0.052,19.5,2.0,堆積岩
control.geojson#511,0,新潟県,890.2,15.7,85.6,128.94,1.152,6.617,8.0,火成岩
control.geojson#512,0,新潟県,709.9,7.7,69.7,42.14,0.076,14.044,6.0,堆積岩
control.geojson#513,0,新潟県,15.8,6.65,29.5,53.96,0.131,7.644,2.0,堆積岩
control.geojson#514,0,新潟県,432.6,3.62,35.2,37.65,0.151,15.248,2.0,堆積岩
control.geojson#515,0,新潟県,2.4,3.94,29.9,60.53,0.04,4.283,,堆積岩
control.geojson#516,0,新潟県,41.3,2.44,21.0,78.02,0.195,20.832,2.0,堆積岩
control.geojson#517,0,新潟県,94.0,16.81,54.4,59.18,0.14,14.399,7.0,堆積岩
control.geojson#518,0,新潟県,237.0,3.61,9.5,36.84,0.059,15.087,2.0,堆積岩
control.geojson#519,0,新潟県,0.3,1.36,6.4,74.42,0.268,30.224,,
control.geojson#520,0,新潟県,3.5,4.04,12.4,71.27,1.393,3.883,,堆積岩
control.geojson#521,0,新潟県,145.9,2.73,20.7,63.93,0.044,18.967,6.0,堆積岩
control.geojson#522,0,新潟県,334.3,7.64,27.6,10.81,0.129,12.46,7.0,火成岩
control.geojson#523,0,新潟県,387.4,5.05,40.5,38.08,0.102,15.762,7.0,堆積岩
control.geojson#524,0,新潟県,213.6,1.0,5.1,41.72,0.197,19.432,2.0,堆積岩
control.geojson#525,0,新潟県,56.6,3.55,49.6,66.07,0.005,11.552,7.0,堆積岩
control.geojson#526,0,新潟県,59.8,0.38,3.2,27.42,0.054,18.76,1.0,堆積岩
control.geojson#527,0,新潟県,234.8,0.37,7.6,40.09,0.69,21.169,2.0,堆積岩
control.geojson#528,0,新潟県,15.3,0.03,1.1,68.96,0.478,21.901,2.0,堆積岩
control.geojson#529,0,新潟県,374.2,6.75,38.6,48.99,0.896,10.141,7.0,堆積岩
control.geojson#530,0,新潟県,10.1,0.31,0.6,57.94,0.441,23.133,1.0,堆積岩
control.geojson#531,0,新潟県,7.9,8.36,85.5,67.22,0.847,19.793,2.0,堆積岩
control.geojson#532,0,新潟県,264.6,13.83,97.4,50.99,0.451,8.317,7.0,火成岩
control.geojson#533,0,新潟県,4.8,0.0,0.1,55.21,0.07,1.975,1.0,堆積岩
control.geojson#534,0,新潟県,1441.9,13.94,109.9,24.64,0.194,21.786,9.0,火成岩
control.geojson#535,0,新潟県,163.8,4.96,8.2,49.47,0.114,24.948,,
control.geojson#536,0,新潟県,1.6,0.0,0.4,60.76,0.153,8.644,1.0,堆積岩
control.geojson#537,0,新潟県,4.5,0.68,3.4,20.6,0.02,26.394,1.0,堆積岩
control.geojson#538,0,新潟県,8.0,0.1,0.6,52.94,0.12,0.314,1.0,堆積岩
control.geojson#539,0,新潟県,140.9,9.91,53.0,71.82,0.065,11.117,2.0,堆積岩
control.geojson#540,0,新潟県,23.4,0.23,1.4,63.1,0.292,25.665,1.0,堆積岩
control.geojson#541,0,新潟県,59.8,0.38,3.2,27.42,0.054,18.761,1.0,堆積岩
control.geojson#542,0,新潟県,2.7,0.4,2.5,70.02,0.529,2.734,1.0,堆積岩
control.geojson#543,0,新潟県,12.9,0.42,5.2,51.13,0.114,15.492,1.0,堆積岩
control.geojson#544,0,新潟県,750.6,5.49,33.7,5.6,0.322,5.23,8.0,火成岩
control.geojson#545,0,新潟県,82.8,0.75,4.5,45.35,0.034,16.548,2.0,堆積岩
control.geojson#546,0,新潟県,2.9,3.89,16.2,28.64,0.482,33.038,,堆積岩
control.geojson#547,0,新潟県,122.4,3.46,37.2,56.88,0.25,15.399,2.0,堆積岩
control.geojson#548,0,新潟県,5.8,7.45,36.1,101.62,0.269,29.301,1.0,堆積岩
control.geojson#549,0,新潟県,4.4,7.07,107.4,65.59,0.526,21.53,,火成岩
control.geojson#550,0,新潟県,80.0,2.56,4.9,63.88,0.158,17.116,2.0,堆積岩
control.geojson#551,0,新潟県,381.7,2.34,15.5,27.98,0.015,15.063,7.0,堆積岩
control.geojson#552,0,新潟県,392.1,38.98,175.9,46.64,0.136,19.794,9.0,堆積岩
control.geojson#553,0,新潟県,10.2,0.17,0.4,58.11,0.326,23.263,1.0,堆積岩
control.geojson#554,0,石川県,297.3,21.64,78.1,72.7,0.28,16.638,7.0,堆積岩
control.geojson#555,0,石川県,15.1,1.8,5.5,75.62,0.029,15.707,2.0,堆積岩
control.geojson#556,0,石川県,28.2,1.19,12.8,46.36,0.19,8.233,1.0,堆積岩
control.geojson#557,0,石川県,49.7,3.47,9.3,46.79,0.637,7.757,1.0,堆積岩
control.geojson#558,0,石川県,28.7,0.97,25.4,46.42,0.243,8.179,1.0,堆積岩
control.geojson#559,0,石川県,5.3,0.72,1.7,85.98,0.108,71.943,2.0,堆積岩
control.geojson#560,0,石川県,11.3,2.87,20.1,77.37,0.343,17.2,2.0,堆積岩
control.geojson#561,0,石川県,7.1,3.22,33.6,99.86,0.009,70.619,,堆積岩
control.geojson#562,0,石川県,54.9,0.8,5.0,39.54,0.987,7.347,2.0,堆積岩
control.geojson#563,0,石川県,5.5,0.0,0.4,42.19,0.39,4.219,2.0,堆積岩
control.geojson#564,0,石川県,25.6,1.24,11.3,76.65,1.079,8.731,7.0,堆積岩
control.geojson#565,0,石川県,25.3,0.39,2.5,42.43,0.462,11.354,2.0,堆積岩
control.geojson#566,0,石川県,101.7,4.49,64.5,47.34,0.694,6.916,1.0,堆積岩
control.geojson#567,0,石川県,40.8,3.81,17.4,38.22,1.444,10.337,2.0,堆積岩
control.geojson#568,0,石川県,26.3,1.62,13.0,77.01,0.041,9.27,7.0,堆積岩
control.geojson#569,0,石川県,18.9,2.45,6.6,47.23,0.145,7.207,1.0,堆積岩
control.geojson#570,0,石川県,63.5,7.17,67.3,37.02,0.042,10.05,7.0,火成岩
control.geojson#571,0,石川県,25.4,1.46,6.4,46.31,0.045,8.338,1.0,堆積岩
control.geojson#572,0,石川県,336.5,5.91,52.8,71.87,0.076,13.036,7.0,堆積岩
control.geojson#573,0,石川県,192.3,5.49,14.7,92.11,1.024,52.977,2.0,火成岩
control.geojson#574,0,石川県,9.4,13.61,53.5,111.09,0.617,52.882,,堆積岩
control.geojson#575,0,石川県,205.5,10.5,120.0,37.77,0.255,5.481,2.0,堆積岩
control.geojson#576,0,石川県,33.5,2.65,4.0,39.98,0.422,10.521,2.0,堆積岩
control.geojson#577,0,石川県,18.9,4.54,28.4,37.57,0.002,5.141,2.0,堆積岩
control.geojson#578,0,石川県,19.2,1.11,6.9,47.06,0.286,7.385,1.0,堆積岩
control.geojson#579,0,石川県,1.8,0.74,2.8,110.2,0.276,52.332,1.0,堆積岩
control.geojson#580,0,石川県,48.3,6.48,30.0,36.98,1.202,10.59,2.0,火成岩
control.geojson#581,0,石川県,5.7,3.18,13.6,89.47,0.482,68.316,7.0,堆積岩
control.geojson#582,0,石川県,52.8,3.8,26.2,37.29,1.608,10.642,2.0,堆積岩
control.geojson#583,0,石川県,27.5,1.04,9.5,46.33,0.155,8.269,1.0,堆積岩
control.geojson#584,0,石川県,7.2,2.62,5.4,110.62,0.213,52.484,7.0,堆積岩
control.geojson#585,0,石川県,51.8,2.14,23.2,46.3,0.329,8.181,1.0,堆積岩
control.geojson#586,0,石川県,5.1,4.54,40.2,83.58,1.286,19.359,,火成岩
control.geojson#587,0,石川県,8.8,1.3,43.4,105.29,0.057,58.695,2.0,堆積岩
control.geojson#588,0,石川県,1.3,1.46,5.8,86.54,0.24,71.094,2.0,その他
control.geojson#589,0,石川県,499.0,3.62,109.6,13.24,0.152,11.488,6.0,堆積岩
control.geojson#590,0,石川県,2.6,0.99,2.9,40.57,0.273,3.606,2.0,堆積岩
control.geojson#591,0,石川県,3.2,6.19,35.3,86.5,1.46,61.357,,火成岩
control.geojson#592,0,石川県,63.9,4.54,47.5,37.19,0.092,10.187,2.0,堆積岩
control.geojson#593,0,石川県,9.1,2.24,12.9,81.7,1.345,27.386,7.0,堆積岩
control.geojson#594,0,石川県,117.0,9.12,88.0,30.16,0.035,9.266,2.0,火成岩
control.geojson#595,0,石川県,155.3,33.4,62.1,98.96,0.282,68.647,7.0,火成岩
control.geojson#596,0,石川県,27.5,1.04,9.5,46.33,0.155,8.269,1.0,堆積岩
control.geojson#597,0,石川県,2.7,11.27,10.8,43.3,0.433,5.435,,堆積岩
control.geojson#598,0,石川県,647.4,4.2,51.5,15.11,0.253,12.66,3.0,堆積岩
control.geojson#599,0,石川県,344.7,3.99,56.8,17.86,0.354,6.435,9.0,堆積岩
control.geojson#600,0,石川県,27.3,15.52,25.7,83.24,0.899,2.797,7.0,堆積岩
control.geojson#601,0,石川県,49.1,2.63,17.1,74.37,0.035,17.063,2.0,堆積岩
control.geojson#602,0,石川県,7.3,0.64,0.8,47.39,0.244,14.115,,堆積岩
control.geojson#603,0,石川県,0.9,3.83,9.6,80.26,0.925,31.844,,堆積岩
control.geojson#604,0,石川県,0.9,2.28,6.2,93.18,0.083,35.37,7.0,堆積岩
control.geojson#605,0,石川県,32.6,3.35,24.0,93.73,0.587,16.342,7.0,堆積岩
control.geojson#606,0,石川県,20.6,5.45,10.9,46.17,0.032,8.698,1.0,堆積岩
control.geojson#607,0,石川県,0.1,0.14,1.0,76.6,0.218,18.492,1.0,
control.geojson#608,0,石川県,548.1,7.17,114.6,14.11,0.324,8.723,,堆積岩
control.geojson#609,0,石川県,2.3,0.11,1.1,52.28,0.284,5.572,1.0,堆積岩
control.geojson#610,0,石川県,81.5,13.01,21.9,90.45,0.198,36.892,2.0,堆積岩
control.geojson#611,0,石川県,5.6,0.49,3.0,87.01,0.112,9.446,2.0,堆積岩
control.geojson#612,0,石川県,30.9,7.15,57.5,84.9,1.431,28.016,,火成岩
control.geojson#613,0,山梨県,266.1,0.88,13.0,44.87,0.303,5.765,2.0,堆積岩
control.geojson#614,0,山梨県,790.0,3.16,11.5,27.62,0.54,11.605,6.0,火成岩
control.geojson#615,0,山梨県,342.6,1.79,9.6,31.97,0.14,14.017,4.0,堆積岩
control.geojson#616,0,山梨県,1126.0,5.5,116.7,45.1,0.0,15.115,7.0,火成岩
control.geojson#617,0,山梨県,720.5,1.89,39.5,36.63,0.26,9.463,3.0,火成岩
control.geojson#618,0,山梨県,866.5,3.91,17.0,25.76,0.349,9.79,3.0,火成岩
control.geojson#619,0,山梨県,373.2,7.91,21.6,33.32,0.045,15.401,3.0,堆積岩
control.geojson#620,0,山梨県,832.3,14.94,45.4,26.46,0.572,6.273,3.0,付加体
control.geojson#621,0,山梨県,414.3,3.03,48.1,32.83,0.252,17.182,7.0,火成岩
control.geojson#622,0,山梨県,1083.9,5.62,69.9,46.72,0.101,14.819,6.0,火成岩
control.geojson#623,0,山梨県,271.2,1.38,7.6,30.38,0.328,11.158,2.0,堆積岩
control.geojson#624,0,山梨県,306.8,1.66,5.7,37.65,0.183,4.181,1.0,堆積岩
control.geojson#625,0,山梨県,267.5,0.8,4.1,36.46,0.084,4.381,1.0,堆積岩
control.geojson#626,0,山梨県,282.2,1.61,7.8,31.88,0.77,10.73,3.0,堆積岩
control.geojson#627,0,山梨県,265.2,1.24,4.0,32.83,0.111,9.618,1.0,堆積岩
control.geojson#628,0,山梨県,400.7,6.12,24.4,37.27,0.264,16.335,3.0,堆積岩
control.geojson#629,0,山梨県,908.7,11.04,49.7,21.61,0.052,5.29,7.0,堆積岩
control.geojson#630,0,山梨県,315.3,0.1,2.4,42.39,0.127,6.552,2.0,堆積岩
control.geojson#631,0,山梨県,459.6,1.15,8.4,40.98,0.33,12.575,3.0,堆積岩
control.geojson#632,0,山梨県,899.5,4.17,23.9,12.8,0.37,5.658,2.0,火成岩
control.geojson#633,0,山梨県,893.0,11.68,40.8,12.88,0.085,5.349,5.0,火成岩
control.geojson#634,0,山梨県,273.1,0.36,2.0,37.38,0.2,4.478,4.0,堆積岩
control.geojson#635,0,山梨県,357.1,2.02,16.4,43.64,0.159,8.988,1.0,堆積岩
control.geojson#636,0,山梨県,257.9,3.78,36.5,27.12,0.089,9.454,7.0,堆積岩
control.geojson#637,0,山梨県,247.9,1.65,7.9,32.54,0.536,5.643,3.0,堆積岩
control.geojson#638,0,山梨県,249.9,0.28,0.7,31.09,0.375,7.928,2.0,堆積岩
control.geojson#639,0,山梨県,895.2,3.96,48.7,30.45,0.171,0.092,,付加体
control.geojson#640,0,山梨県,265.2,1.24,4.0,32.83,0.111,9.618,1.0,堆積岩
control.geojson#641,0,山梨県,572.9,2.55,98.1,44.47,0.005,2.123,9.0,火成岩
control.geojson#642,0,山梨県,245.9,1.45,5.6,32.35,0.472,5.494,1.0,堆積岩
control.geojson#643,0,山梨県,244.0,2.99,13.9,27.83,0.035,9.876,6.0,堆積岩
control.geojson#644,0,山梨県,235.7,35.99,166.9,24.22,0.081,9.427,2.0,堆積岩
control.geojson#645,0,山梨県,362.1,2.92,10.2,43.06,0.101,9.982,1.0,堆積岩
control.geojson#646,0,山梨県,838.4,4.15,23.4,15.98,0.493,0.105,,火成岩
control.geojson#647,0,山梨県,452.8,7.27,34.7,40.98,0.164,12.403,3.0,堆積岩
control.geojson#648,0,山梨県,572.8,5.61,28.0,39.82,0.482,16.562,3.0,堆積岩
control.geojson#649,0,山梨県,569.0,24.97,66.0,33.09,0.069,7.505,5.0,付加体
control.geojson#650,0,山梨県,570.8,5.08,20.0,34.35,0.343,14.561,3.0,堆積岩
control.geojson#651,0,山梨県,3711.0,32.17,127.1,0.51,6.836,12.84,,火成岩
control.geojson#652,0,山梨県,732.6,4.69,19.4,29.22,0.257,14.916,7.0,堆積岩
control.geojson#653,0,長野県,422.7,25.95,71.6,19.11,0.543,15.177,1.0,堆積岩
control.geojson#654,0,長野県,311.7,1.81,5.3,23.01,0.118,7.334,1.0,堆積岩
control.geojson#655,0,長野県,933.7,1.34,6.9,11.45,0.475,0.687,6.0,堆積岩
control.geojson#656,0,長野県,1862.0,12.24,45.8,4.91,0.354,2.165,6.0,火成岩
control.geojson#657,0,長野県,338.7,0.0,0.4,25.68,0.149,12.486,2.0,堆積岩
control.geojson#658,0,長野県,1266.9,5.35,25.3,11.23,0.664,1.198,6.0,火成岩
control.geojson#659,0,長野県,347.7,0.86,3.4,26.45,0.201,10.256,1.0,堆積岩
control.geojson#660,0,長野県,592.2,1.56,9.0,34.56,0.394,4.487,1.0,堆積岩
control.geojson#661,0,長野県,1219.2,1.18,9.8,15.46,0.522,5.637,6.0,堆積岩
control.geojson#662,0,長野県,623.0,18.55,117.0,55.4,0.23,0.016,7.0,火成岩
control.geojson#663,0,長野県,1047.6,11.75,22.9,20.99,0.474,3.623,8.0,
control.geojson#664,0,長野県,824.8,14.51,90.0,13.96,0.156,2.723,5.0,火成岩
